event_id,prediction,anomaly_score,threat_type,threat_level,confidence_score,reasons
EVT00584,Normal,-0.0513777175096172,Brute Force,Low Threat,38,"[""Elevated failed login attempts (7 attempts)"", ""High asset vulnerability present (CVSS 7.2)"", ""Activity occurred outside standard operational hours (00:00)"", ""Minor escalation to Low Threat due to elevated failed logins with risk context on Normal ML baseline""]"
EVT00585,Normal,-0.0580656318347457,Phishing,Normal,13,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00586,Normal,-0.0323801792760513,Malware,Medium Threat,48,"[""Malware payload or malicious signature detected"", ""Activity occurred outside standard operational hours (00:00)"", ""Escalated to Medium Threat due to strong active attack indicator combined with risk context on Normal ML baseline""]"
EVT00587,Normal,-0.0723050361110433,Privilege Escalation,Normal,11,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00588,Normal,-0.0435848313632319,Unauthorized File Access,Normal,22,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00589,Normal,-0.0295641865492202,Phishing,Normal,18,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00590,Normal,-0.0421874369665716,Brute Force,Low Threat,30,"[""Elevated failed login attempts (8 attempts)"", ""Activity occurred outside standard operational hours (01:00)"", ""Minor escalation to Low Threat due to elevated failed logins with risk context on Normal ML baseline""]"
EVT00591,Normal,-0.0569228218943212,SQL Injection,Normal,20,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00592,Normal,-0.046028392584544,Port Scan,Normal,15,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00593,Normal,-0.0220933148783213,Malware,Medium Threat,58,"[""Malware payload or malicious signature detected"", ""Critical asset vulnerability present (CVSS 9.7)"", ""Activity occurred outside standard operational hours (01:00)"", ""Escalated to Medium Threat due to strong active attack indicator combined with risk context on Normal ML baseline""]"
EVT00594,Normal,-0.0304663238516622,Malware,Medium Threat,48,"[""Malware payload or malicious signature detected"", ""Activity occurred outside standard operational hours (01:00)"", ""Escalated to Medium Threat due to strong active attack indicator combined with risk context on Normal ML baseline""]"
EVT00595,Normal,-0.0461284468011024,Brute Force,Low Threat,37,"[""Single failed login attempt recorded (1 attempt)"", ""Critical asset vulnerability present (CVSS 9.2)"", ""Activity occurred outside standard operational hours (01:00)"", ""Minor escalation to Low Threat due to critical asset vulnerability and after-hours context on Normal ML baseline""]"
EVT00596,Normal,-0.0447334627709906,Brute Force,Normal,19,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00597,Normal,-0.0301267330070493,Normal Activity,Normal,21,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00598,Normal,-0.060671735292968,Privilege Escalation,Normal,19,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00599,Normal,-0.0664166697751971,Brute Force,Low Threat,31,"[""Elevated failed login attempts (4 attempts)"", ""Activity occurred outside standard operational hours (01:00)"", ""Minor escalation to Low Threat due to elevated failed logins with risk context on Normal ML baseline""]"
EVT00600,Normal,-0.056693920858136,SQL Injection,Normal,20,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00601,Normal,-0.0581080362819628,Privilege Escalation,Low Threat,32,"[""Critical asset vulnerability present (CVSS 9.3)"", ""Activity occurred outside standard operational hours (02:00)"", ""Minor escalation to Low Threat due to critical asset vulnerability and after-hours context on Normal ML baseline""]"
EVT00602,Normal,-0.0241163567562974,Normal Activity,Normal,32,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00603,Normal,-0.0572136452933196,SQL Injection,Normal,23,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00604,Normal,-0.0239708192860628,Brute Force,Medium Threat,43,"[""Excessive failed login attempts (14 attempts exceeded threshold of 10)"", ""Activity occurred outside standard operational hours (02:00)"", ""Escalated to Medium Threat due to strong active attack indicator combined with risk context on Normal ML baseline""]"
EVT00605,Normal,-0.0532736949457392,Unauthorized File Access,Normal,24,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00606,Normal,-0.0406271415584837,Brute Force,Low Threat,30,"[""Elevated failed login attempts (7 attempts)"", ""Activity occurred outside standard operational hours (02:00)"", ""Minor escalation to Low Threat due to elevated failed logins with risk context on Normal ML baseline""]"
EVT00607,Normal,-0.0513496182897798,Brute Force,Normal,28,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00608,Normal,-0.0395748077184794,Brute Force,Medium Threat,41,"[""Excessive failed login attempts (13 attempts exceeded threshold of 10)"", ""Activity occurred outside standard operational hours (02:00)"", ""Escalated to Medium Threat due to strong active attack indicator combined with risk context on Normal ML baseline""]"
EVT00609,Suspicious,0.0031159307947151,Brute Force,Critical Threat,74,"[""Excessive failed login attempts (13 attempts exceeded threshold of 10)"", ""High asset vulnerability present (CVSS 7.9)"", ""Activity occurred outside standard operational hours (02:00)"", ""Isolation Forest flagged event as anomalous (score: 0.003116)""]"
EVT00610,Normal,-0.0651769139586636,Privilege Escalation,Normal,12,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00611,Normal,-0.0255005103785399,Malware,Medium Threat,49,"[""Malware payload or malicious signature detected"", ""Activity occurred outside standard operational hours (02:00)"", ""Escalated to Medium Threat due to strong active attack indicator combined with risk context on Normal ML baseline""]"
EVT00612,Normal,-0.0522631487844194,Brute Force,Normal,27,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00613,Normal,-0.0646943079083747,SQL Injection,Normal,12,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00614,Normal,-0.0373085623744819,Brute Force,Low Threat,40,"[""Elevated failed login attempts (9 attempts)"", ""High asset vulnerability present (CVSS 7.6)"", ""Activity occurred outside standard operational hours (03:00)"", ""Minor escalation to Low Threat due to elevated failed logins with risk context on Normal ML baseline""]"
EVT00615,Normal,-0.0673159964868793,SQL Injection,Normal,12,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00616,Normal,-0.0341734288533484,USB / Removable Media,Normal,24,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00617,Normal,-0.096176228893848,Unauthorized File Access,Normal,17,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00618,Normal,-0.0331755950016848,Normal Activity,Normal,21,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00619,Normal,-0.0405519289585959,Malware,Medium Threat,40,"[""Malware payload or malicious signature detected"", ""Activity occurred outside standard operational hours (03:00)"", ""Escalated to Medium Threat due to strong active attack indicator combined with risk context on Normal ML baseline""]"
EVT00620,Normal,-0.0622274127316996,SQL Injection,Normal,23,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00621,Normal,-0.0274989424403769,Brute Force,Medium Threat,49,"[""Excessive failed login attempts (19 attempts exceeded threshold of 10)"", ""Activity occurred outside standard operational hours (03:00)"", ""Escalated to Medium Threat due to strong active attack indicator combined with risk context on Normal ML baseline""]"
EVT00622,Normal,-0.0217958133977018,USB / Removable Media,Normal,26,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00623,Normal,-0.0734897710792206,SQL Injection,Normal,11,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00624,Normal,-0.0261771478419701,Normal Activity,Normal,22,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00625,Normal,-0.0808649291278638,Brute Force,Low Threat,29,"[""Elevated failed login attempts (6 attempts)"", ""Activity occurred outside standard operational hours (04:00)"", ""Minor escalation to Low Threat due to elevated failed logins with risk context on Normal ML baseline""]"
EVT00626,Normal,-0.0616606692084402,Normal Activity,Normal,22,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00627,Normal,-0.0563243191950648,Phishing,Normal,14,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00628,Normal,-0.0335865622132484,Privilege Escalation,Normal,18,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00629,Normal,-0.0398520738857577,Port Scan,Normal,27,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00630,Normal,-0.0714730127104347,Phishing,Normal,17,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00631,Normal,-0.0303968487392293,Brute Force,Medium Threat,48,"[""Excessive failed login attempts (18 attempts exceeded threshold of 10)"", ""Activity occurred outside standard operational hours (04:00)"", ""Escalated to Medium Threat due to strong active attack indicator combined with risk context on Normal ML baseline""]"
EVT00632,Normal,-0.065537440868564,Unauthorized File Access,Normal,22,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00633,Normal,-0.0482130650766671,Port Scan,Normal,25,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00634,Normal,-0.0458282745270019,Unauthorized File Access,Normal,15,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00635,Normal,-0.0099440819841781,Brute Force,Medium Threat,56,"[""Excessive failed login attempts (12 attempts exceeded threshold of 10)"", ""High asset vulnerability present (CVSS 8.0)"", ""Activity occurred outside standard operational hours (04:00)"", ""Escalated to Medium Threat due to strong active attack indicator combined with risk context on Normal ML baseline""]"
EVT00636,Normal,-0.0523408509528785,SQL Injection,Normal,20,"[""Activity aligns with standard operational baseline and security policies""]"
EVT00637,Normal,-0.0031219135355001,Brute Force,Medium Threat,57,"[""Excessive failed login attempts (18 attempts exceeded threshold of 10)"", ""High asset vulnerability present (CVSS 7.6)"", ""Activity occurred outside standard operational hours (05:00)"", ""Escalated to Medium Threat due to strong active attack indicator combined with risk context on Normal ML baseline""]"
